fix_key,content_hash,model,prompt_version,ai_found,ai_analyzed,ai_authored,ai_tooling,mentioned_only,vendor,disclosure_form,confidence,rationale
add assertion check for wal receiver state during stream-archive transition,40d4445c1302c95c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add assertion in pgstat_write_statsfile() about processes allowed,7a7f67377bfe1048,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add assertion to verify derived clause has constant rhs,8b9eac6c8b4426b8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add assertions checking for the startup process in wal replay routines,541abd83b06364ae,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add assertions for all the required index am callbacks,0f6bcd1256925021,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add asserts to bimapset manipulation functions,e724480a4edf7d99,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add asserts to validate prevbit values in bms_prev_member,c2030ff545e04a28,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add assorted new regexp_xxx sql functions.,23ca3cf10b06f665,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add atalterconstraint struct for alter .. constraint,25beb711f2828a18,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add attstattarget to formextradata_pg_attribute,5b65f3829fcc3326,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add authentication tap test for peer authentication,6e837509e18a58f5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add auxiliary lists to guc data structures for better performance.,303c67234e701495,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add b2e6e7682 to .git-blame-ignore-revs,63ff1838acbd561b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add b334612b8 to .git-blame-ignore-revs.,de14175a83dfdaaf,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add b6dfee28 to .git-blame-ignore-revs,309e328500fa865d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add b955df443 to .git-blame-ignore-revs,4a2c38a2253e76ea,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add back sqlvaluefunction for sql keywords,a98d4ecedfcf6389,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add back vacuum_cleanup_index_scale_factor parameter.,905c1164ecfff694,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add backend support for injection points,3a4beb4c31869606,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add backend-level lock statistics,acd695cd658d34b1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add backend-level statistics to pgstats,a428d49d0cc1bb71,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add backendtype for standalone backends,5a8574c80ddf9555,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"add backendtype to pgproc, replacing isregularbackend",2222b3416926f2e5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add backtrace support for windows using dbghelp api,547d0f09ab9dd1ca,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add backup_type column to pg_stat_progress_basebackup.,b05b8f4c9babf655,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add barrierarriveanddetachexceptlast().,231a455cfd8883a5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add base32hex support to encode() and decode() functions.,732a1be036a96b3b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add basic json_table() functionality,e049eb0411ac7d0c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add basic regression tests for semi/antijoin recognition.,a4db5daabafbce48,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add basic spinlock tests to regression tests.,2023a57494c97ad5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add basic tap tests for the low-level backup method,c22ca3055233e2ee,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"add basic tap tests for the low-level backup method, take two",9eea38ca0356df93,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add bbstreamer_gzip.c to mkvcbuild.pm.,87ed5fc14bace0a0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add bc6041b61f to .git-blame-ignore-revs.,3349e27e8167b589,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add begin/commit for transactional messages during decoding.,17fbddc187873674,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add better handling of redundant is [not] null quals,409885e5d3d1161d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add binary i/o capability for cube datatype.,c1fcbabcf7e3cf4c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add bit_count sql function,4333ad5f5e4bbba9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add bit_xor aggregate function,42888c12ad455622,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add block information in error context of wal redo apply loop,26fc5fbad98750f8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"add block_range_read_stream_cb(), to deduplicate code.",c9d9af49c61aba38,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add bool gist opclass to btree_gist,74112c56e6e5e718,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add bool to btree_gist documentation,558a52cac41fe76d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add boolean node,ae4925a96b91cdca,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add bound check before bsearch() for performance,1b323cad936c4ce5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add braces for if block with large comment in psql's common.c,3e63d3390085c84d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add bt_multi_page_stats() function to contrib/pageinspect.,62034d2659ed7e70,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add btoptions_proc comments to nbtree.h.,6a0da221e88d5314,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add buffileread variants with short read and eof detection,36f29502a1aa6de3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add built-in error handling for archive callbacks.,067fd44b6d4cd425,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add built-in fuzzing harnesses for security testing.,f495df73cf249e44,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add bytea equivalents of ltrim() and rtrim().,cbbc1e4596ed4471,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add c test function for pg_locale.h apis.,2dad122177aeefd4,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add cache for recomputenamespacepath().,35e115f8e64ab6dd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add call to object access hook at the end of table rewrite in alter table,e766616ca9d5b2b3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add callback for backend initialization in pgstats,cf55db46d8a1d9b0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add callback for i/o error messages in slrus,cf3afb6c98fcec5b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add callbacks to control flush of fixed-numbered stats,0ac996296660e44d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add cardinality typedef,f1fb3b320dfc84d6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add casts to simplehash.h to silence c++ warnings.,6a44eaad8c4e8bd1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add central declarations for dlsym()ed symbols,b270d4980b23b683,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add check for invalid offset at multixid truncation,eb354765d18edf68,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add check for large files in meson.build,bba3741559e71011,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add check on initial and boot values when loading gucs,02503bf8c4c7fb1e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add check_for_interrupts in contrib/pg_buffercache functions.,3ac2ab7f9c824f2f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"add check_for_interrupts in evict{rel,all}unpinnedbuffers.",7f5f69124ea93aa3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add check_for_interrupts in execinsert's speculative insertion loop.,44c693110e06b65c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add check_for_interrupts into pg_numa_query_pages,ec288e0aa7fe0f0c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add check_for_interrupts while decoding changes.,b34845ee762a5b50,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add check_for_interrupts while restoring changes during decoding.,5c44b08ba1b73c2c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add check_for_interrupts() in scram_saltedpassword() for the backend,feda8716859b2415,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add checkbuffer() to check on-disk pages without shared buffer loading,440dbd7ec2d6a03d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add checkpoint and redo lsn to log_checkpoints message.,75a4e25d4657f0b3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add checks for regexes with user name map in test for peer authentication,402313c8202bbaa9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"add circular wal decoding buffer, take ii.",eeab46c5b697d44d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add circular wal decoding buffer.,cb9b822df6b4e9a5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add code comment explaining ins_since_vacuum and aborted inserts,2c09b9e1bd7e91e9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"add code_of_conduct.md, contributing.md, and security.md.",177811838b7c386b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add collation versions for freebsd.,9e0e778fb1d02b06,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add color support for new frontend detail/hint messages,22c7e8f6b1cce708,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comment about extract_autovac_opts not holding lock,1738617d61331d49,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comment about keeping pd_all_visible and vm in sync,33497f0dca80f7b2,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comment explaining fire_triggers=false in ri_performcheck(),bd2109e80d5e2eba,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comment in ginxlog.h about block used with ginxloginsertlistpage,da392b338884918a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comment missing in a4a232b1e702,3b03c897d499e0bc,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comment to describe the various frontend cancel methods,f8a8a87f826f815c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comment to explain an unused function parameter,13616f2e848da52a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comment to explain why pgreservesemaphores() is called early,8ce7f79cf593fe99,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comments and a missing check_for_interrupts in ts_headline.,4939dbdb0256f899,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comments explaining overflow entries in the replication lag tracker.,71a56964ce18a84f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comments for alteredtableinfo->rel,5324ebc50db0c8c1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comments on some minimaltupleslots methods usage,1f6d68b2b49936e7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add comments to uuid_extract_timestamp().,9c74e932a0986d6d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 015d32016d84 to .git-blame-ignore-revs.,9b7b4abc9aefdebe,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 07448b3969 to .git-blame-ignore-revs.,27782f285ad7bdcf,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 17a5ca58eb to .git-blame-ignore-revs.,15244ba75c2246f1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 1d1612aec7 to .git-blame-ignore-revs.,5031ee6dd8fdaca8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 203c1b4cc4 to .git-blame-ignore-revs.,ef6451bb0d302477,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 24f6c1bd4 to v17 .abi-compliance-history.,c30406e8d4dffa0f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 2b03cfeea4 to .git-blame-ignore-revs.,626289774172b946,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 301de6a6f60 to .git-blame-ignore-revs.,ebd9e45ac5c70eaf,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 4672b6223 to .git-blame-ignore-revs.,9fb73d1402a32eb9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 64e401b62b to .git-blame-ignore-revs.,2a5bf500a7390874,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 6e826278f1 to .git-blame-ignore-revs.,a7a5b924a994b08f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 7229ebe011df to .git-blame-ignore-revs.,2fcd7b61782f8034,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 73873805f to .git-blame-ignore-revs.,d5cafc7c2f45c4bc,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 76aa615943 to .git-blame-ignore-revs,e67f0111e258c29d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 796bdda484 to .git-blame-ignore-revs.,597a7a719ac3637f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 7b24959434 to .git-blame-ignore-revs.,79c68f3d5238440f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 7e9c216b52 to .git-blame-ignore-revs.,7d94a8ab09e4d779,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 7f7474a8e4 to .git-blame-ignore-revs.,b034f0ba0281ae2c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 86b276a4a9 to .git-blame-ignore-revs.,49cafd0ce91e3316,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 874da8b1f6 to .git-blame-ignore-revs.,654d8b4b36df173d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
add commit 9e345415bc to .git-blame-ignore-revs.,c62da3e7bea6c9a6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
